"filename","tag_count","id","title","date","author","layout","guid","permalink","podPressPostSpecific","- 'a","categories","tags","podPressMedia","excerpt","enclosure","- ""http","image"
"2010-08-03-coderage-5-call-for-papers.md","1","975","CodeRage 5 Call For Papers","2010-08-03T13:00:17-06:00","Jim McKeeth","post","http://delphi.org/?p=975","/2010/08/coderage-5-call-for-papers/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","News","","","","",""
"2010-08-24-delphi-bots-live.md","1","981","Delphi Bots Live!","2010-08-24T17:18:49-06:00","Jim McKeeth","post","http://delphi.org/?p=981","/2010/08/delphi-bots-live/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Conferences","","","","",""
"2010-09-19-delphi-tage-2010.md","9","987","Delphi Tage 2010","2010-09-19T09:26:19-06:00","Jim McKeeth","post","http://delphi.org/?p=987","/2010/09/delphi-tage-2010/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, Conferences, delphi, delphi-praxis, delphi-tage, germany, indy, podcast, svn","","","","",""
"2010-12-23-developer-solutions-conference-las-vegas-2011.md","2","994","Developer Solutions Conference ? Las Vegas 2011","2010-12-23T01:55:00-07:00","Jim McKeeth","post","http://delphi.org/?p=994","/2010/12/developer-solutions-conference-las-vegas-2011/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","Audio podCast, News","","","","",""
"2011-01-26-44-allen-bauer.md","2","1001","44 ? Allen Bauer ? Part 1 of 2","2011-01-26T00:05:13-07:00","Jim McKeeth","post","http://delphi.org/?p=1001","/2011/01/44-allen-bauer/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, podcast","","","","",""
"2011-02-01-45-allen-bauer.md","2","1005","45 ? Allen Bauer ? Part 2 of 2","2011-02-01T14:41:48-07:00","Jim McKeeth","post","http://delphi.org/?p=1005","/2011/02/45-allen-bauer/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, podcast","","Talking with Allen Bauer, Chief Scientist with Embarcadero, working on Delphi and other RAD tools.  ","","",""
"2011-04-10-47-marco-cary-delphi-developer-days-2011.md","2","1017","47 ? Marco & Cary ? Delphi Developer Days 2011","2011-04-10T00:58:31-06:00","Jim McKeeth","post","http://delphi.org/?p=1017","/2011/04/47-marco-cary-delphi-developer-days-2011/","","","","Audio podCast, Conferences","","","","",""
"2011-04-28-links-are-back.md","1","1021","Links are back","2011-04-28T16:55:38-06:00","Jim McKeeth","post","http://delphi.org/?p=1021","/2011/04/links-are-back/","","","News","News","","","","",""
"2011-08-22-conference-time.md","1","1102","Conference Time","2011-08-22T10:21:51-06:00","Jim McKeeth","post","http://delphi.org/?p=1102","/2011/08/conference-time/","","","","Conferences","","","","",""
"2011-10-28-pascal-game-development.md","2","1105","48 ? Pascal Game Development with Jason McMillen","2011-10-28T12:09:00-06:00","Jim McKeeth","post","http://delphi.org/?p=1105","/2011/10/pascal-game-development/","","","","Audio podCast, podcast","","","","","/assets/images/2011/10/PGD-News-Round-up-Aug-2011-627x180.jpg"
"2012-02-21-49-gad-d-lord-and-mtg-studio.md","1","1122","49 ? Gad D Lord and MTG Studio","2012-02-21T17:53:41-07:00","Jim McKeeth","post","http://delphi.org/?p=1122","/2012/02/49-gad-d-lord-and-mtg-studio/","","","","Audio podCast","","","","",""
"2012-04-26-good-news-everyone.md","1","1128","Good news everyone!","2012-04-26T07:15:57-06:00","Jamie Ingilby","post","http://delphi.org/?p=1128","/2012/04/good-news-everyone/","","","News","News","","","","",""
"2012-05-29-50-tables-turned.md","1","1140","50 ? Tables Turned","2012-05-29T21:50:48-06:00","Jim McKeeth","post","http://delphi.org/?p=1140","/2012/05/50-tables-turned/","","","","Audio podCast","","","","",""
"2012-09-05-51-nick-hodges.md","2","1144","51 ? Nick Hodges","2012-09-05T20:40:05-06:00","Jim McKeeth","post","http://delphi.org/?p=1144","/2012/09/51-nick-hodges/","","","","Audio podCast, delphi","","","","",""
"2012-09-20-rad-studio-mobile-road-map-announced.md","1","1150","RAD Studio Mobile Road Map Announced","2012-09-20T11:52:32-06:00","Jim McKeeth","post","http://delphi.org/?p=1150","/2012/09/rad-studio-mobile-road-map-announced/","","","News","News","","","","",""
"2013-04-22-52-delphi-xe4-for-ios.md","1","1156","52 ? Marco Cantu & Delphi XE4 for iOS","2013-04-22T22:02:37-06:00","Jim McKeeth","post","http://delphi.org/?p=1156","/2013/04/52-delphi-xe4-for-ios/","","","","Audio podCast","","","","",""
"2013-07-22-53-subject-33-android-game-development.md","1","1161","53 ? Subject 33 & Android Game Development","2013-07-22T09:07:53-06:00","Jim McKeeth","post","http://delphi.org/?p=1161","/2013/07/53-subject-33-android-game-development/","","","","Audio podCast","","","","",""
"2013-07-22-also-on-the-tablet-show-2.md","1","1171","Also on the Tablet Show","2013-07-22T17:45:05-06:00","Jim McKeeth","post","http://delphi.org/?p=1171","/2013/07/also-on-the-tablet-show-2/","","","","Audio podCast","","","","",""
"2013-07-24-why-mobile-apps-web-are-so-slow.md","1","1174","Why Some Mobile Apps are So Slow","2013-07-24T00:00:07-06:00","Jim McKeeth","post","http://delphi.org/?p=1174","/2013/07/why-mobile-apps-web-are-so-slow/","","","","Architecture","","","","",""
"2013-07-25-iphone-windows-os-x.md","1","1182","Directions to iPhone, Windows & OS X","2013-07-25T09:32:21-06:00","Jim McKeeth","post","http://delphi.org/?p=1182","/2013/07/iphone-windows-os-x/","","","","Graphics","","","","",""
"2013-08-02-programming-languages-not-0-sum.md","1","1190","Sum(Programming Languages) > 0","2013-08-02T12:32:43-06:00","Jim McKeeth","post","http://delphi.org/?p=1190","/2013/08/programming-languages-not-0-sum/","","","","Commentary","","","","",""
"2013-08-12-data-visualization-with-ray-konopka.md","1","1201","Data Visualization with Ray Konopka","2013-08-12T19:38:43-06:00","Jim McKeeth","post","http://delphi.org/?p=1201","/2013/08/data-visualization-with-ray-konopka/","","","","webinar","","","","",""
"2013-08-13-sneak-peak-android-sdk-ndk-and-device-support-in-delphi.md","1","1205","Sneak Peek: Android SDK, NDK and Device Support in Delphi","2013-08-13T16:13:08-06:00","Jim McKeeth","post","http://delphi.org/?p=1205","/2013/08/sneak-peak-android-sdk-ndk-and-device-support-in-delphi/","","","News","News","","","","",""
"2013-08-16-sneak-peek-delphi-firephoto-app-on-android.md","1","1214","Sneak Peek: Delphi FirePhoto app on Android","2013-08-16T09:23:30-06:00","Jim McKeeth","post","http://delphi.org/?p=1214","/2013/08/sneak-peek-delphi-firephoto-app-on-android/","","","News","News","","","","",""
"2013-08-19-how-delphi-and-c-are-more-alike-than-you-may-know.md","1","1223","How Delphi and C# Are More Alike Than You May Know","2013-08-19T15:37:34-06:00","Jim McKeeth","post","http://delphi.org/?p=1223","/2013/08/how-delphi-and-c-are-more-alike-than-you-may-know/","","","","webinar","","","","",""
"2013-08-21-sneak-peek-of-delphi-xe5-android-datasnap.md","1","1228","Sneak Peek of Delphi XE5: Android DataSnap","2013-08-21T02:09:52-06:00","Jim McKeeth","post","http://delphi.org/?p=1228","/2013/08/sneak-peek-of-delphi-xe5-android-datasnap/","","","News","News","","","","",""
"2013-08-30-delphi-xe5-mobile-rest-client-demo.md","1","1241","Delphi XE5 Mobile REST Client Demo","2013-08-30T05:25:38-06:00","Jim McKeeth","post","http://delphi.org/?p=1241","/2013/08/delphi-xe5-mobile-rest-client-demo/","","","News","News","","","","",""
"2013-09-02-tips-for-solving-bugs.md","1","1243","Tips for Solving Bugs","2013-09-02T10:57:09-06:00","Jim McKeeth","post","http://delphi.org/?p=1243","/2013/09/tips-for-solving-bugs/","","","","Article","","","","",""
"2013-09-12-mobile-location-on-ios-and-android.md","1","1248","Mobile Location on iOS and Android","2013-09-12T18:23:01-06:00","Jim McKeeth","post","http://delphi.org/?p=1248","/2013/09/mobile-location-on-ios-and-android/","","","","Source Code","","","","",""
"2013-09-13-gexperts-for-xe5-experimental-build.md","1","1260","GExperts for XE5 Experimental Build","2013-09-13T21:03:19-06:00","Jim McKeeth","post","http://delphi.org/?p=1260","/2013/09/gexperts-for-xe5-experimental-build/","","","News","News","","","","",""
"2013-09-16-android-screen-view.md","4","1262","Android Screen View","2013-09-16T12:24:50-06:00","Jim McKeeth","post","http://delphi.org/?p=1262","/2013/09/android-screen-view/","","","News","Delphi Projects, News, Source Code, Utility","","","","",""
"2013-09-17-debugging-against-a-remote-android-emulator.md","3","1272","Debugging Against a Remote Android Emulator","2013-09-17T20:59:00-06:00","Jim McKeeth","post","http://delphi.org/?p=1272","/2013/09/debugging-against-a-remote-android-emulator/","","","News","Debugging, Mobile, News","","","","",""
"2013-09-17-monkeymixer-updated-for-delphi-xe5.md","1","1266","MonkeyMixer updated for Delphi XE5","2013-09-17T06:44:52-06:00","Jim McKeeth","post","http://delphi.org/?p=1266","/2013/09/monkeymixer-updated-for-delphi-xe5/","","","News","News","","","","",""
"2013-09-18-delphi-xe5-mobile-rest-client-demo-source.md","4","1281","Delphi XE5 Mobile REST Client Demo Source","2013-09-18T06:17:39-06:00","Jim McKeeth","post","http://delphi.org/?p=1281","/2013/09/delphi-xe5-mobile-rest-client-demo-source/","","","News","Delphi Projects, News, REST, Source Code","","","","",""
"2013-09-19-delphi-xe5-android-device-compatibility.md","2","1289","Delphi XE5 Android Device Compatibility","2013-09-19T22:14:55-06:00","Jim McKeeth","post","http://delphi.org/?p=1289","/2013/09/delphi-xe5-android-device-compatibility/","","","News","Mobile, News","","","","",""
"2013-09-20-syscheck-for-xe5-compatibility.md","2","1294","SysCheck for XE5 Compatibility","2013-09-20T22:27:25-06:00","Jim McKeeth","post","http://delphi.org/?p=1294","/2013/09/syscheck-for-xe5-compatibility/","","","News","Mobile, News","","","","",""
"2013-09-23-android-fragmentation.md","2","1299","Android Fragmentation","2013-09-23T08:14:39-06:00","Jim McKeeth","post","http://delphi.org/?p=1299","/2013/09/android-fragmentation/","","","News","Mobile, News","","","","",""
"2013-09-24-delphi-xe5-android-wallpaper.md","1","1310","Delphi XE5 Android Wallpaper","2013-09-24T17:55:07-06:00","Jim McKeeth","post","http://delphi.org/?p=1310","/2013/09/delphi-xe5-android-wallpaper/","","","","Graphics","","","","",""
"2013-09-24-tms-pack-for-firemonkey-now-supports-xe5-and-android.md","3","1306","TMS Pack for FireMonkey now supports XE5 and Android","2013-09-24T08:05:50-06:00","Jim McKeeth","post","http://delphi.org/?p=1306","/2013/09/tms-pack-for-firemonkey-now-supports-xe5-and-android/","","","","Components, iOS, Mobile","","","","",""
"2013-09-25-blackberry-is-still-ahead-of-microsoft.md","2","1314","Blackberry is Still Ahead of Microsoft","2013-09-25T13:27:42-06:00","Jim McKeeth","post","http://delphi.org/?p=1314","/2013/09/blackberry-is-still-ahead-of-microsoft/","","","","iOS, Mobile","","","","",""
"2013-09-30-new-embarcadero-mvps.md","1","1320","New Embarcadero MVPs","2013-09-30T15:01:45-06:00","Jim McKeeth","post","http://delphi.org/?p=1320","/2013/09/new-embarcadero-mvps/","","","","MVP","","","","",""
"2013-10-02-6-stages-of-debugging.md","1","1330","6 Stages of Debugging","2013-10-02T20:18:25-06:00","Jim McKeeth","post","http://delphi.org/?p=1330","/2013/10/6-stages-of-debugging/","","","","Funny","","","","",""
"2013-10-02-delphi-xe5-android-uses-permissions.md","1","1326","Delphi XE5 Android ?Uses Permissions?","2013-10-02T08:34:29-06:00","Jim McKeeth","post","http://delphi.org/?p=1326","/2013/10/delphi-xe5-android-uses-permissions/","","","News","News","","","","",""
"2013-10-03-coderage-8-is-coming.md","1","1334","CodeRage 8 Is Coming!","2013-10-03T18:23:27-06:00","Jim McKeeth","post","http://delphi.org/?p=1334","/2013/10/coderage-8-is-coming/","","","","Conferences","","","","",""
"2013-10-15-fun-with-external-java-libraries-on-xe5-by-paul-foster.md","1","1339","Fun with external Java libraries on XE5 by Paul Foster","2013-10-15T08:32:58-06:00","Jim McKeeth","post","http://delphi.org/?p=1339","/2013/10/fun-with-external-java-libraries-on-xe5-by-paul-foster/","","","News","News","","","","",""
"2013-10-15-reading-barcodes-with-xe5-preliminary-post.md","2","1341","Reading Barcodes with XE5 ? Preliminary post","2013-10-15T09:20:55-06:00","Jim McKeeth","post","http://delphi.org/?p=1341","/2013/10/reading-barcodes-with-xe5-preliminary-post/","","","","iOS, Mobile","","","","",""
"2013-10-15-sending-a-url-to-another-app-on-android-and-ios-with-delphi-xe5.md","3","1346","Sending a URL to Another App on Android and iOS with Delphi XE5","2013-10-15T13:32:44-06:00","Jim McKeeth","post","http://delphi.org/?p=1346","/2013/10/sending-a-url-to-another-app-on-android-and-ios-with-delphi-xe5/","","","","Conferences, iOS, Mobile","","","","",""
"2013-10-17-things-i-learned-from-delphi-coderage-8.md","2","1361","Things I Learned from Delphi CodeRage 8","2013-10-17T21:23:12-06:00","Jim McKeeth","post","http://delphi.org/?p=1361","/2013/10/things-i-learned-from-delphi-coderage-8/","","","","coderage, Conferences","","","","",""
"2013-10-18-wireless-android-debugging-with-delphi-xe5.md","2","1359","Wireless Android Debugging with Delphi xE5","2013-10-18T11:37:31-06:00","Jim McKeeth","post","http://delphi.org/?p=1359","/2013/10/wireless-android-debugging-with-delphi-xe5/","","","News","abd wireless, News","","","","",""
"2013-11-05-hello-google-glass-from-delphi-xe5.md","3","1371","Hello Google Glass from Delphi XE5","2013-11-05T16:32:02-07:00","Jim McKeeth","post","http://delphi.org/?p=1371","/2013/11/hello-google-glass-from-delphi-xe5/","","","News","Delphi Projects, Mobile, News","","","","",""
"2013-11-06-my-north-america-tour-stops.md","2","1381","Stops on My North America Tour","2013-11-06T09:40:22-07:00","Jim McKeeth","post","http://delphi.org/?p=1381","/2013/11/my-north-america-tour-stops/","","","News","Conferences, News","","","","",""
"2013-11-07-installing-and-running-android-apps-from-command-line.md","1","1385","Installing and Running Android Apps From Command-Line","2013-11-07T09:19:00-07:00","Jim McKeeth","post","http://delphi.org/?p=1385","/2013/11/installing-and-running-android-apps-from-command-line/","","","News","News","","","","",""
"2013-11-08-more-complete-supported-android-devies-list.md","1","1389","More Complete Supported Android Devies List","2013-11-08T07:54:39-07:00","Jim McKeeth","post","http://delphi.org/?p=1389","/2013/11/more-complete-supported-android-devies-list/","","","News","News","","","","",""
"2013-11-18-8-tips-to-speed-up-your-android-arm-emulator-avd.md","2","1395","8 Tips to Speed Up Your Android ARM Emulator (AVD)","2013-11-18T17:28:14-07:00","Jim McKeeth","post","http://delphi.org/?p=1395","/2013/11/8-tips-to-speed-up-your-android-arm-emulator-avd/","","","News","Debugging, News","","","","",""
"2013-11-19-new-mvps-directory.md","1","1401","New MVPs & Directory","2013-11-19T13:59:31-07:00","Jim McKeeth","post","http://delphi.org/?p=1401","/2013/11/new-mvps-directory/","","","","MVP","","","","",""
"2013-12-04-my-favorite-quote-from-the-xe5-tour.md","1","1412","My Favorite Quote from the XE5 Tour","2013-12-04T23:51:25-07:00","Jim McKeeth","post","http://delphi.org/?p=1412","/2013/12/my-favorite-quote-from-the-xe5-tour/","","","","iOS","","","","",""
"2013-12-16-a-tale-of-two-grids.md","2","1418","A Tale of Two Grids","2013-12-16T18:52:06-07:00","Jim McKeeth","post","http://delphi.org/?p=1418","/2013/12/a-tale-of-two-grids/","","","","iOS, Mobile","","","","",""
"2013-12-23-delphi-xe5-mobile-app-workshop.md","2","1424","Delphi XE5 Mobile App Development Workshop","2013-12-23T17:45:23-07:00","Jim McKeeth","post","http://delphi.org/?p=1424","/2013/12/delphi-xe5-mobile-app-workshop/","","","","MVP, webinar","","","","",""
"2013-12-31-firedac-is-recommended.md","4","1423","FireDAC is the Recommended Database Access Library","2013-12-31T00:47:14-07:00","Jim McKeeth","post","http://delphi.org/?p=1423","/2013/12/firedac-is-recommended/","","","News","iOS, Mobile, News, webinar","","","","",""
"2014-01-09-custom-android-adb-usb.md","1","1439","Connecting to Any Android with ADB via USB","2014-01-09T14:21:09-07:00","Jim McKeeth","post","http://delphi.org/?p=1439","/2014/01/custom-android-adb-usb/","","","News","News","","","","",""
"2014-01-10-launching-a-delphi-xe5-app-via-voice-on-google-glass.md","2","1451","Launching a Delphi XE5 App via Voice on Google Glass","2014-01-10T15:59:26-07:00","Jim McKeeth","post","http://delphi.org/?p=1451","/2014/01/launching-a-delphi-xe5-app-via-voice-on-google-glass/","","","News","Google Glass, News","","","","",""
"2014-01-14-skeuomorphic-no-more.md","3","1461","Skeuomorphic No More?","2014-01-14T16:04:08-07:00","Jim McKeeth","post","http://delphi.org/?p=1461","/2014/01/skeuomorphic-no-more/","","","","design, iOS, Mobile","","","","",""
"2014-01-16-buffering-sensor-data.md","3","1467","Buffering Sensor Data","2014-01-16T15:33:41-07:00","Jim McKeeth","post","http://delphi.org/?p=1467","/2014/01/buffering-sensor-data/","","","","iOS, Mobile, webinar","","","","",""
"2014-01-17-maximized-side-by-side-code-editing.md","1","1472","Maximized Side-by-Side Code Editing","2014-01-17T12:12:04-07:00","Jim McKeeth","post","http://delphi.org/?p=1472","/2014/01/maximized-side-by-side-code-editing/","","","News","News","","","","",""
"2014-01-24-learning-from-digifort.md","3","1481","Learning from Digifort","2014-01-24T13:20:00-07:00","Jim McKeeth","post","http://delphi.org/?p=1481","/2014/01/learning-from-digifort/","","","","Delphi Projects, iOS, Mobile","","","","",""
"2014-01-29-every-android-api-for-delphi.md","2","1490","Every Android API for Delphi","2014-01-29T20:46:51-07:00","Jim McKeeth","post","http://delphi.org/?p=1490","/2014/01/every-android-api-for-delphi/","","","","MVP, Source Code","","","","",""
"2014-02-01-connecting-to-the-parrot-ar-drone-2-0-from-delphi-xe5.md","10","1503","Connecting to the Parrot AR.Drone 2.0 from Delphi XE5","2014-02-01T22:36:56-07:00","Jim McKeeth","post","http://delphi.org/?p=1503","/2014/02/connecting-to-the-parrot-ar-drone-2-0-from-delphi-xe5/","","","","api, Brain Computer Interface, delphi, devices, gadgets, iOS, Mobile, parrot, quadricopter, xe5","","","","",""
"2014-02-02-connecting-delphi-to-my-brain-with-the-emotiv-epoc.md","7","1510","Connecting Delphi to my Brain with the Emotiv EPOC","2014-02-02T12:43:29-07:00","Jim McKeeth","post","http://delphi.org/?p=1510","/2014/02/connecting-delphi-to-my-brain-with-the-emotiv-epoc/","","","","Brain Computer Interface, brain-computer-interface, delphi, devices, emotiv, gadgets, webinar","","","","",""
"2014-02-03-rest-and-the-kimono.md","3","1517","REST and the Kimono","2014-02-03T20:35:03-07:00","Jim McKeeth","post","http://delphi.org/?p=1517","/2014/02/rest-and-the-kimono/","","","News","News, REST, TRESTClient","","","","",""
"2014-02-04-oh-yeah-the-ouya.md","9","1521","Oh Yeah, the Ouya!","2014-02-04T22:50:31-07:00","Jim McKeeth","post","http://delphi.org/?p=1521","/2014/02/oh-yeah-the-ouya/","","","","android, api, delphi, Device, games, ouya, SDK, webinar, xe5","","","","",""
"2014-02-05-xe5-rest-debugger-supercharged.md","4","1523","XE5 REST Debugger Supercharged","2014-02-05T15:55:26-07:00","Jim McKeeth","post","http://delphi.org/?p=1523","/2014/02/xe5-rest-debugger-supercharged/","","","News","Kimono, News, Source Code, xe5","","","","",""
"2014-02-06-connecting-to-the-kinect-for-windows-with-delphi-xe5.md","5","1532","Connecting to the Kinect for Windows with RAD Studio XE5","2014-02-06T23:08:29-07:00","Jim McKeeth","post","http://delphi.org/?p=1532","/2014/02/connecting-to-the-kinect-for-windows-with-delphi-xe5/","","","","3D, gadgets, Input, Kinect, Motion Capture","","","","",""
"2014-02-08-revisiting-google-glass.md","2","1538","Revisiting Google Glass","2014-02-08T23:46:20-07:00","Jim McKeeth","post","http://delphi.org/?p=1538","/2014/02/revisiting-google-glass/","","","","iOS, webinar","","","","",""
"2014-02-08-scanning-barcodes-with-rad-studio-xe5.md","2","1535","Scanning Barcodes with RAD Studio XE5","2014-02-08T01:08:34-07:00","Jim McKeeth","post","http://delphi.org/?p=1535","/2014/02/scanning-barcodes-with-rad-studio-xe5/","","","","Components, iOS","","","","",""
"2014-02-09-delphi-unit-testing-tools.md","8","1541","Delphi Unit Testing Tools","2014-02-09T20:56:58-07:00","Jim McKeeth","post","http://delphi.org/?p=1541","/2014/02/delphi-unit-testing-tools/","","","","Code Coverage, Delphi Mocks, DUnit, DUnitX, mock objects, unit test, unit testing, webinar","","","","",""
"2014-02-14-indispensable-delphi-libraries.md","4","1548","Indispensable Delphi Libraries","2014-02-14T15:53:16-07:00","Jim McKeeth","post","http://delphi.org/?p=1548","/2014/02/indispensable-delphi-libraries/","","","","Components, libraries, omnithreadlibrary, open source","","","","",""
"2014-02-20-hidden-features-in-the-delphi-object-pascal-language.md","5","1553","Hidden features in the Delphi Object Pascal language","2014-02-20T15:19:01-07:00","Jim McKeeth","post","http://delphi.org/?p=1553","/2014/02/hidden-features-in-the-delphi-object-pascal-language/","","","","Commentary, delphi, object pascal, Programming Languages, stackoverflow","","","","",""
"2014-02-21-the-delphi-object-pascal-language.md","5","1567","The Delphi Object Pascal Language","2014-02-21T12:02:11-07:00","Jim McKeeth","post","http://delphi.org/?p=1567","/2014/02/the-delphi-object-pascal-language/","","","","Commentary, delphi, Language, object pascal, Pascal","","","","",""
"2014-02-24-coderage-c.md","3","1569","CodeRage C++","2014-02-24T06:37:42-07:00","Jim McKeeth","post","http://delphi.org/?p=1569","/2014/02/coderage-c/","","","","C++Builder, Conferences, delphi","","","","",""
"2014-03-03-setting-android-settings.md","4","1576","Setting Android Settings","2014-03-03T14:53:59-07:00","Jim McKeeth","post","http://delphi.org/?p=1576","/2014/03/setting-android-settings/","","","News","android, api, News, settings","","","","",""
"2014-04-04-thought-controlled-quadcopter.md","3","1584","Thought Controlled Quadcopter","2014-04-04T11:47:52-06:00","Jim McKeeth","post","http://delphi.org/?p=1584","/2014/04/thought-controlled-quadcopter/","","","","Brain Computer Interface, Delphi Projects, gadgets","","","","",""
"2014-04-11-what-you-need-to-know-1.md","1","1589","What You Need To Know #1","2014-04-11T10:42:47-06:00","Jim McKeeth","post","http://delphi.org/?p=1589","/2014/04/what-you-need-to-know-1/","","","News","News","","","","",""
"2014-04-16-cbuilder-xe6-for-android-wallpaper.md","2","1626","C++Builder XE6 for Android Wallpaper","2014-04-16T07:07:37-06:00","Jim McKeeth","post","http://delphi.org/?p=1626","/2014/04/cbuilder-xe6-for-android-wallpaper/","","","News","Graphics, News","","","","",""
"2014-04-18-meet-me-in-chicago-d-c-for-a-first-look-at-xe6.md","3","1631","Meet Me in Chicago & D.C./Baltimore for a First Look at XE6","2014-04-18T13:22:14-06:00","Jim McKeeth","post","http://delphi.org/?p=1631","/2014/04/meet-me-in-chicago-d-c-for-a-first-look-at-xe6/","","","News","Brain Computer Interface, Conferences, News","","","","",""
"2014-04-21-opengl-es-support-on-mobile-with-xe6.md","4","1645","OpenGL ES Support on Mobile with XE6","2014-04-21T17:04:30-06:00","Jim McKeeth","post","http://delphi.org/?p=1645","/2014/04/opengl-es-support-on-mobile-with-xe6/","","","","Graphics, iOS, Mobile, Source Code","","","","",""
"2014-05-05-bluetooth-remote-control-car.md","3","1660","BlueTooth Remote Control Car","2014-05-05T05:56:04-06:00","Jim McKeeth","post","http://delphi.org/?p=1660","/2014/05/bluetooth-remote-control-car/","","","News","gadgets, Mobile, News","","","","",""
"2014-05-06-where-is-stringtojstring-and-strtonsstr-in-xe6.md","1","1655","Where is StringToJString and StrToNSStr in XE6?","2014-05-06T07:38:27-06:00","Jim McKeeth","post","http://delphi.org/?p=1655","/2014/05/where-is-stringtojstring-and-strtonsstr-in-xe6/","","","News","News","","","","",""
"2014-05-20-delphi-xe6-is-on-fire.md","1","1675","Delphi XE6 is on Fire","2014-05-20T15:50:19-06:00","Jim McKeeth","post","http://delphi.org/?p=1675","/2014/05/delphi-xe6-is-on-fire/","","","News","News","","","","",""
"2014-05-21-parrot-ar-drone-2-0-delphi-component.md","4","1678","Parrot AR.Drone 2.0 Delphi Component","2014-05-21T17:28:20-06:00","Jim McKeeth","post","http://delphi.org/?p=1678","/2014/05/parrot-ar-drone-2-0-delphi-component/","","","","Components, gadgets, iOS, Source Code","","","","",""
"2014-05-22-delphi-sensors-on-windows-8-tablet.md","1","1683","Delphi Sensors on Windows 8 Tablet","2014-05-22T09:26:47-06:00","Jim McKeeth","post","http://delphi.org/?p=1683","/2014/05/delphi-sensors-on-windows-8-tablet/","","","","devices","","","","",""
"2014-05-23-clone-from-github-in-delphi.md","1","1693","Clone from GitHub in Delphi IDE","2014-05-23T04:39:48-06:00","Jim McKeeth","post","http://delphi.org/?p=1693","/2014/05/clone-from-github-in-delphi/","","","News","News","","","","",""
"2014-05-26-know-your-alignments.md","1","1700","Know Your Alignments","2014-05-26T04:17:13-06:00","Jim McKeeth","post","http://delphi.org/?p=1700","/2014/05/know-your-alignments/","","","","design","","","","",""
"2014-06-19-meet-me-in-philly-at-the-codecamp.md","2","1707","Meet Me in Philly at the CodeCamp","2014-06-19T10:27:12-06:00","Jim McKeeth","post","http://delphi.org/?p=1707","/2014/06/meet-me-in-philly-at-the-codecamp/","","","","Brain Computer Interface, Conferences","","","","",""
"2014-07-01-integrate-cloud-services-with-the-restjson-client.md","1","1716","Integrate Cloud Services with the REST/JSON Client","2014-07-01T09:58:55-06:00","Jim McKeeth","post","http://delphi.org/?p=1716","/2014/07/integrate-cloud-services-with-the-restjson-client/","","","","webinar","","","","",""
"2014-07-08-custom-classes-dex.md","5","1723","Android JNI Bridge and Custom Classes.dex","2014-07-08T00:34:22-06:00","Jim McKeeth","post","http://delphi.org/?p=1723","/2014/07/custom-classes-dex/","","","News","Mobile, MVP, News, Source Code, webinar","","","","",""
"2014-07-11-android-voice.md","3","1731","Skill Sprint: Android Voice ? Speech Recognition and TTS","2014-07-11T11:19:16-06:00","Jim McKeeth","post","http://delphi.org/?p=1731","/2014/07/android-voice/","","","","Mobile, Source Code, webinar","","","","",""
"2014-07-22-mobile-summer-school-lesson-5-app-tethering-round-up.md","3","1747","Mobile Summer School Lesson 5: App Tethering Round-Up","2014-07-22T09:57:11-06:00","Jim McKeeth","post","http://delphi.org/?p=1747","/2014/07/mobile-summer-school-lesson-5-app-tethering-round-up/","","","","Mobile, Source Code, webinar","","","","",""
